name,address,type,google_url,photo_url,map_url
Historians Ale House,"24 Broadway #102, Denver",bar | restaurant | food | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJq41-kR9_bIcR_BFDZQ6PVxc,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3m10svJOXx7re3ZJa13nJe2RPlyqS4AF1WTd68pdtwizF6PaOvyTHtsGW8Q9xznejjtChCBN3Ej2NYguh23F3OEaDTKvIikX7zkxboGaIGsxgFtM3U9SaudYwh0xpYHnqrZP5N8TN6sMr5UdwMf8nxzTHGI3DPJtvOn4-yBGnR4DT8EDDXgoRgEVIyQMGah3vWCePNrHIwOrQk4QDcaGaNOovjQsQQHVAwP_zqZ20WtPZeuZQRoxBdezkKIvH9amOkaOs9xkinArIm99n5aDrYptjTxtb7nfjR5z5dKn4MDHNpCauvxGVbXZDh3dj4zP3oeRhlgtsTGP-cfIjJlvMB0K7pPfdyl4alkOSO5_8I0Zc4hCBMZlQkwKEnzpr1klNZM6V5GEdWtMbAu0zGF9rPN8RPv8XVQMdoQx3KRO4ZwEIEOI4ZLu3Q3nddhMwCpZTWPPqqNaUHxHgbnaClWOP36zb8Cvoyg54NrOlsGBJrSqiBIBdBDJCM84giRMlhJ3cCbWNk1qej85NC3P14tsDv21_EMgH6i0rMR8EOSV07kAInYOuT5YXScslsq0_WiGqsC58IBFw9VhoCVfV0KT5-xKrdG3yevssOm3gm9u7vsSzfVhCAE48F1w-djnMHK8lc3uQ&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.71716199999999,-104.9871001&zoom=17&size=400x300&markers=color:red%7C39.71716199999999,-104.9871001&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
The Crypt Adult Entertainment Center,"139 Broadway, Denver",store | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJlQTHOCB_bIcRlOAqzNxroL4,,"https://maps.googleapis.com/maps/api/staticmap?center=39.7190045,-104.9876878&zoom=17&size=400x300&markers=color:red%7C39.7190045,-104.9876878&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
The Import Mechanics,"235 Broadway, Denver",car repair | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJqXUFLdN4bIcR_RSXYNzfD0A,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3k3lrxoGN69qvUe0P5_-uRcb-lmF36YR3OZYo2BjCm8BRWajO_SqGlPIHsLfrRXxX4HU5aBLyVOM4k2GlrU4y2X8UgrH9dTYumfRgy4e44o5xNTZmAwzHDjtt3PWh0OP72AA9oQEIp_a5yBDnTjGRuV4vZC2htJSi1ZayhARhO8XRuGMrWJT-Lw201bv93IxntomfV7qVczVTKNCHY7ZnTfAwefbtdoogbd4EKmbNLkDyn1jptJbISxj99-ATqwRQ21DowIhk9ZseMREIA00W3i67fPAdIRwtvN49H0IhULf246bZmUg6n6lpBv4u8nXy9KAVJ2HszscgyTq381Mtd7gXjCBRXbKM8ks8AMP_drcNbGybQMpZgBZIdXQkFkjghhg23l9i8Ug2ZiPsqRyPJUzzx-XtQqImLDoHKCGrhLr7Ct_167qrXOQxUz1OnmrsjEOGcyBU7KXa751vtSbdtXr5J_U9mgHpeKl7XxA_j1mmeqjpXPSWfUjppqX5Eyty4zeIuL-TrLJpbINIJnCPNXMUmXqeHBnbxbPziA3TAARwEW81eHIh9BKNEGx_cXQkkheWCpPMJv1DWgHzID-HRxmsPig4OZcJ-hSAXudIxjJlwlbOiQ91xYFnQm64LMrtnqp6eWhbCjdwsGwGbcwiT6dLM&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.7200704,-104.987989&zoom=17&size=400x300&markers=color:red%7C39.7200704,-104.987989&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Prestige Corporate Relocation,"221 Broadway, Denver",moving company | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJNcmwRCB_bIcRdj2f1VxFSjM,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3lAijgKdUKoLT83nRPhPkWnkCDNGnmFIsw_AKtSq1lXvOs2ZbTdRhMHjckEhVd9XxyQ0DN64iKrvmHSpsEFXRcL4krv44rqGMOzBBdRbpwEUKoMwMdYy9Ye6k8_EkVMmpYlwoVz84t_SE5DBjIzflyDjUJftqAV1GIz9c24CII_YIgSq5dW3DZKMGeGQ07-rgaurkrGf_8wKnda_1rytIhFImTMwKGUwRFlsmmiYCHFpnwOejFxSA6SOpofKBRYBwjsIRmA_uoiB-htJztB67LMUL_NGv-75k-iaLU3ZOkEll8210UQQbO7OBMEmWU8udzUx--ythWBs6nrccBJAoO-nWRBxEqP42i5FT4aksxjwaFYaDjIdGT-jo3Wp9w4yrwbJkAB_hpT6QDBLHgeicFGjFT2OGEonaYLD_6EduLVK4ON7VSkMQSNPw06kVLulYt3hxPKp8VesCxm-XWigHiwbhO6ULcuxI_KUNnIiwIkZdRMCmZY2_dxgvXaOfM-NAaPCSPrBKwuiaQWQAENftnubeuqEPv9zLzZmhMwnvo8PfLwSRtM09elQKq9Gj5HBtmJqrC8hVjjKJLaa6rukJFDXbrfTEPvS9JY9BU5ZHq3OUdXuvcz3eDLi6JmhdEAm5uKmBF8jn6HD3Di32s9mg&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.71981009999999,-104.987894&zoom=17&size=400x300&markers=color:red%7C39.71981009999999,-104.987894&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Expect Technical Staffing,"232 North Broadway Unit 9, Denver",point of interest,https://www.google.com/maps/place/?q=place_id:ChIJtdhwXSB_bIcRP6-fV2L83G8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3mIXddX-ZmzeuS1JoObYPhHSmU3i2CM03pKc2STLiNsaTUiaOaUP1uKxZq0bAa5iQKfMS1S0okW0Hl0Ka7FEsl4V8KrRApRBhIpXBRoAlU_gL3NyG2MNvbNNOiL5XL4FbPmqK7nzSS6-NXnOLv3yryTvkER_ZJzFYlzZ_bmpoFuwzZUTm58oea5iZu5NnMIv3yAhM52dg5cBisyN38JKSFrYCDkNTTjHQ3_DyEbLpmVitzSqY42z8EcvwNkVU8Hoia7L7jqLYoUkm1gL3uI1pVsb74lPM13Y5huEAvLWrw_UlRs98zrEl1YSZLgHQJ6RVKQXy-4CKDggUPR-QYQktDBo2Mwhc8piNmrmSxvXkQfYDEB3q-WaUdcboUIBo-2g5qYNlTuheRqntJwuGZyen7VKxopNz-r2MYVQRLiVOyDMqmqX0EuKXTUYxozjJSupir5M9_D-Gpu5LJXr-mw1QGZok4E-T-kNNJLnFEmVovfBkLi4AxWtD_vnzOTO06byIyDZJXdsluoVaDm1vrItk773VGhVU21Pc8lVQEaKynHiZ7P67-ozatSdGgfVsry3voFUZNzWHKYGO_jO7hXASu13oSgFe7yIP4ghbauJWc0HWxDhBaUCFif7ObNHs_I&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.7197229,-104.9871865&zoom=17&size=400x300&markers=color:red%7C39.7197229,-104.9871865&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Einspahr Renae,"Broadway Terrace Dental Building, 100 Acoma Street, Denver",health | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJh3DFHN9-bIcRAI_4Mt9tHWI,,"https://maps.googleapis.com/maps/api/staticmap?center=39.7187002,-104.9888725&zoom=17&size=400x300&markers=color:red%7C39.7187002,-104.9888725&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Scott Paul Law,"104 Broadway, Denver",accounting | finance | lawyer | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJgV96JCB_bIcRxAeFOkoCzTU,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3kLU9lZH6HICQdNbdAKJC5HWX3FOPjJs6JenFCqPiILT6K5aPqJrpFZJSQKhCuRDAjg01xAB_vBI2UIKWiZahE0tK5FQDSilp6Ozndvle13-R1_2vXAKMhgBuvowiah5IJ52yocAKL6uEkO1VtsLi-2PNyFnvW8gFOGqi1F-9dO4I2TUq1FBLIjakapzIPyNl6UABGjqYJ9J6TvI0DXqVeqJmiQkWmhfg-HSe1gDLMaWgsQvtICWcHODprKajWcvlePUEIRwPCy0vPWpRWcVtSvmHPFmt0KffmXm38VNU0zJlzrOvRYxrvNU-jCJPyLCdkxnqwOvcxvAupMaaG52V6SnTIhCTjuGUFg9vkytE11q4Os6DUDwGIYkggzzulTB4V0WpxS-lp0a3f5FA8iNicF_dP8po5WS9VD3OnFn0oWluL2zRLd2xIr3y-RPRYify4iZHwUuhnRsLGbYWw44c10_wxrkeH7yT42UiaIWLxZlAr11xfAZg0otDHy7tAa1vQXLmyBjsbhxGSugbVK-PEBgy7qjlPd8fH55criJJTOxHdr8FBrTLWnpdCgrzbeBLaOyuqJ2AcGQKKnNAvLMaCQoT0dLk1Zv4xVpfIIOdcmftKF2E4Wwkn7nrjsC7HWsV9K4bp4&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.71854589999999,-104.9870978&zoom=17&size=400x300&markers=color:red%7C39.71854589999999,-104.9870978&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Western Union,"120 Broadway, Denver",finance | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJQ-vdPSB_bIcRg6wOxE9B0iQ,,"https://maps.googleapis.com/maps/api/staticmap?center=39.71888240000001,-104.9871131&zoom=17&size=400x300&markers=color:red%7C39.71888240000001,-104.9871131&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
KeyBank,"200 N Broadway, Denver",bank | atm | finance | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJF5lQQiB_bIcR_z8i9Y_kMsA,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3nEhH_aSBiPvo5WIhkF_VbCld-yILgULRVHWxrcYyo0eVSg4scfXmbJ4m5YnfFRVm-Cr6-PU358_DJJGkCZ4ZLUDCXl3uVL8GaxS4zpbJzNxVl6JdpBhmGVNfl53UKTWmUGZo1zcmL-1pBSMrQSpI4zUqzLRSQvk1os8_WSQlFgWjrTBfK6uNdqxybqWcLFOpA2HVWCSHhqcmQ8aWI3Mw97LIKZpDPZqMVr2ti9UpIu7KV_Aso6DRfP2qeNsIiG3yftDiuGU8t4HPRcBXuswUceV_jZdI2hV90GK74H-hteHJhe2zhjL1pZzIo-QoUbYQypNscm7rJbZauMEyw4f8FgNCwkx1N24ZcBVjnKX3RCTUWucPIt1QbB80arFfjjiA4RiVmIYlDzOFOrAa2Kb0DQaYCdbPgneWec9IhfZzJniiBgxzqwB8bXIIZq2QCexjFD9pu15aSX2ps4bOP9-f5St1ODBjtD4uzsrk-A2G5qs-7yKuzEgeBo3SC8SpBs0cngfDD71gVdLF1C0vNBTil9p23CYsLz1hXw5A-XNtlYROcnQoPBIt4yyGkLJJ9oaLxUZIHV7b4QJi0FT5hLVuLMH2ePqy7zL-QF84zcI7TmaHVHW7VupDvOO-gIbG1cOgGg6cMQKiXwmSBL1GIoNQ&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.71971789999999,-104.9871987&zoom=17&size=400x300&markers=color:red%7C39.71971789999999,-104.9871987&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Seekia,"232 Broadway #12, Denver",point of interest,https://www.google.com/maps/place/?q=place_id:ChIJBwx7XSB_bIcRZwiXBLeLT2Y,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3nKGlj1JXmsIRKHgDl7kizfuHVSy8ElcEMb6XD2RZRSwwiwlYG_CzQdqG4hxvWh8m8AxSuFtiirspF2KkUrq8y4SL6wWj8Nc_L2LqPDQGKQPRaBy8zRYzks6BLP9C_j7X06Gi1vqHEOdra9u69P2JPWrTY2kBF2s9s2keZBt4J1Bf0v94l-zbYqEKy6YexJA6JURL4LELU2FXfDL0UGhrEY_YA7ChQb_M73eEY6z2NyF1ihGvKVsRNkEL5ChiPImhiDbvXLDoTVoOzea6NI4XMyticpYBt0JSHts4TmIllZEaertJr9vbOvOBWbLbabq89A9jnKW_jffyRI4a3wlk_zZbeCaSkIbPMezy_2YqU7A1hlcOcKSQQb2HiHlbNATi_-TuErkWta-2NZxst7YISf2itZ4z3cq1P2cbcaxa96RcJ1aWNSArW1F9FGX_PV7dQWA-STCTCmJL6Hw1pXrvN6CR54_tf8bl2Ht2_MLvs8Dd7VWXghZkLhpWrGUPB8oD1oY2CnocrB-UJf_IVzx_EY6_LYang3ERManefUU4k_WOKasepfQoVrh1sEYnKObRPiNtkpIye1EIPhCjMJ-CrD58GGgtA7h_EpRBjS3rxhUkLjS8TAaQ7JplbIoQULYmyazA&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.7200284,-104.9871927&zoom=17&size=400x300&markers=color:red%7C39.7200284,-104.9871927&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Jaded Beauty,"277 North Broadway Suite F, Denver",beauty salon | hair care | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJjb9f-CB_bIcRLhvtghDS4hc,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3nlvPdI_gH2BXTI7XO3Od-YQHfAZVHyscAD2okV7DhTffiuS4oagB4kEwo7kUqXSMwct0WQUdqy8BbRyEY4LUq3MvPgy_3DfMB7r4DS9AoAnJoyocUiHVK-OgE3sdjNizzU3CYiNQ_j1rEcLEcgY3B1etjLek0mcOceKNicE7fatFk8iXqXrSd84_kuETk9A6mPY0elsVEglAK5osYFNLKLujfBAnjnY8qwXY6H_zggjFmzAWoYwT9oyHkqlz_F7EmVs0YGVbv6qF2_goqJJWmowIrMSxdrpwwPLWUSge_CXPAzlTUteU06nJ_0QenOBziLarR9cRXzRj8VVPPDVGG2DW69wOeJrm2F0V5vPy8nJJLQYoCEQICUw0xGexF3Ib9rRzNPzCqKWqwIz2Zevk4QShqvxY0mAoTRUcRKgWJqkotAc9h-yD0xbrS15O5lzwZN6P5vrxkIB4q7zsCVxT8qPnV4gxflcnN47wy96gbtNsuZfQOPfz0edygZFBOQ8PDqzUkONtY4bZ6hfY_2fQvuOue4xUVy5-JkEczL3YZxCH2QRbEV54SaahWqvWPxAsxIalPGU9vESy5FW_9L5Pxwk2FKfp_YnwSmXfjXu7gI1Umib3mrLP4aU5Ze2HFDp8Gp4NqW&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.72026529999999,-104.9877072&zoom=17&size=400x300&markers=color:red%7C39.72026529999999,-104.9877072&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Beet & Yarrow Florist,"55 North Broadway, Denver",florist | clothing store | store | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJXS0DWBt5bIcRGgY3iy4TnU8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3lXz9Ukd88trnPF2kyQHt0wISboyLZCbEEklQbMCCfQ9WeFeDrQ0Xep7f8u2DkaOAKqA4Y4mWoIPDJVub-mhxqDDYG29iNbrBVWZqYkkheFjj91dvcQ9CsrQ9lJG2cHC_q_vd6GOhTCznAuC0JDbuYqizddN3wcqkwai4r7EfRl2ZiwgscYTnY4Gw5_N0qzAiNwJ4BNOHjYGbCIBBXz0aYfkyPJzfaepwGvwc9XTsU7OnhR0lWskSxrotIMO4F0lbpf87dEH1I3xSl9zKob0aZrY55Uk1qKe3pD_hKXsEooRBI8NDWEPdbLUOTN2b387KqEnFuGvGHPWOnsodofzYsxu_psB8l1Q2x-AeYqSpltSMvDBWSf0Huoe6tGWrGutwD9K1FmXmtE18KHanVS-mzCx-HalbT4YTtf37W2jBv2jFSK8F2_ixDmJPS_pcVV9i7wzD9PYWSATu9pzeO26gKiPHiNeTdVaWVzB8fALGcZM9E9VwE0n3BAGhBlE0jeQTj7Jtce-Au8gaO6mStkc2s3AYO8xHHfdmZV7dKOqKdXa5RPRolysx-ef0Gw82HotYIHUF0C8WGFmgRwpaAh-iRb9BQ19sJmkXcPK2p4c3DopHuIkAYmTybPInUqXVkrQiz-INSxMv6i1Rxh6N3NbIoo2t8&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.71766,-104.9877851&zoom=17&size=400x300&markers=color:red%7C39.71766,-104.9877851&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
ATM,"303 North Broadway, Denver",atm | finance | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJZxiaqcR-bIcRAs53QGz6i7Q,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3krDtTaINKbgYWyBwDHSopV7kZxpyBTbTol5sG63U1XjfBqE-G7uhdc1agyq_n7Doy8VOspWZtzG2TsIeQe8H6dmETU_2X1NWwkyqCQTTKYCNeD23tDCbB9OodrIAGpzU-iz6GCLlx_0qBclKl6eDHYA_Y-wI5xfV-3TgtJYmH8hU9E0hdPDXd7Ia-IoiWqMT53HK27s1mZFIIjBv3aQC-LPRHdfalFHivC5i2XEDzUvTL_W0EZ2kLWj27RXNWwornp213ruDOwu6IpbxdgrRGWggtuVaz6U-SWVRV3o-7QFSApkDHBljvbCFAFBmJPbkQjo74UR2JO9LyERMy3CUcLvxCFNMguEgfi4ABHbjFz_qrkNW9Z6F67AdPua_ctxGF9MF4rp9hwOOu6RvDnmSlufsFXnXBnOe8UWmIiQySAYB7Ssqi42GutJgh1cBQKDpamJBaVsTElQF7W30wNdIv1I1Dg8dW9iQMtu4V3YgJpvT3Gq9mN5NiHtYTuASh2zxW7ZdUgMKLaVmT6d-bNirr1lb-iKxwQLfAMM627YmuLn4sTovTLl5vJix6pLGAaBGvshiGmAUXMZMpqDGuYrZWKUXE6j-uXz1PE63BVRZll4I04M6XzWy2AVUgk4WijI-kCYHhU&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.72114370000001,-104.9880087&zoom=17&size=400x300&markers=color:red%7C39.72114370000001,-104.9880087&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Emico Media,"1 North Broadway Suite B200, Denver",point of interest,https://www.google.com/maps/place/?q=place_id:ChIJwY15ASl_bIcRuASE3iFtiho,,"https://maps.googleapis.com/maps/api/staticmap?center=39.717264,-104.987895&zoom=17&size=400x300&markers=color:red%7C39.717264,-104.987895&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Terrapin Care Station,"1 North Broadway A-150, Denver",store | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJwWNrmh9_bIcR2MS2kp6iP9I,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3mzkHIuMWzwFz7t2opOT9JY6HSETKO4tngjH7TaxipUOsqGOPvR-hV3PRJjvZio3AtZLDwAJza2qQB4Q6fHx26PFm4cokdRut-_i9W_O1GqDpA3mSio216Eq0TVmSK-TKhNCrgb-__OnqbW7PnD1vwrJz_krw9dhWMU_rRIPJ7wKr-S3q14uVjrYHwwKTAgQVn22LFeBMWa3IklHdv_GZoLWfD9GDnOLUU7TaPVEvHvPgxVsHbrR2O5XYpjzF0XIFku_6CKE3bhdrnsp6Gis7K9BFLMgZAKEpf_LLFYs_K01yrxsz7EPy1LcH52yKIE5HDjfxeqJD_gY8Z2RECs1DSU6ccMNG9oaDZI8fYC4h0-BaKfVJtQFaesQsRQ0xffo_qTGrZOSaBfm1Pp4GKon-1cK3K6BijI87vQ5owEzykTpNAEmZwh1o0PZCdmBzxXwfepPVVfNE_g5dfZcEqmSQQuyhirV_WkmMam3wiyBOvqmSJElZXAAmRVDnIZy4qLxAUYoehU5jr0Ydv0FTi5PmZ8Gkl7ydDVeA7azYi-DnPE8bafJtF6oiJ192RkeSDYGfUUw7zhgOmhVIUslxP4Y3hqLWbJen4CepM1nAqESMurE6MPCmBe_6CKWj_HLLCK&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.717264,-104.987895&zoom=17&size=400x300&markers=color:red%7C39.717264,-104.987895&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Analytics Computers,"1 Broadway Suite A200, Denver",point of interest,https://www.google.com/maps/place/?q=place_id:ChIJgdcch6l_bIcREhTRGWs3QRk,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3lAx9jZ6Bryg3o7VHYCoCK3rGSH7_DiA1UmipmW08iMsroVSthR1NYwAHdfyQHpmEFhuA_n8Pw_UJgCD3EOf5OWz--llWm43JIaotdA40goq4pDYTa2mcjaLrTPuMVCbWBVNzwfL4A5BPxRYB3E8Bo1sh6rgN1vMD5I8IFOFKXdwTMjzkliLGG_gc0Jnhfnw6v6JbBQFdWYkOMqGYaMNZsQWAN0GmSQ12jZi6teIl0niPa0GEOkHsxtA4CR-hvTomU7mWaB5TkdQOZy9uzE4P1BLJdJPllSOdb8YzBYLjl-Oi9EDdnMMD4k_4DCD-k3B-LM8yK3198OovbfH8m7iXvLa_alKF-kaNyiP6FpoXTrN5kLDKlPbgSLJw-oxoYLJdFWN9U_pELy8SZ52tdud8K4TvNjhOLCNR7Ffizmd9cBoRPBXx2fNbCZXhql5JT9bZjnsPdyD50JAayZKCpKdxjYSnVOok0EOm_1vfoTTI2mkSrzzhqmIGo45-UPFaEAzdoDAhU6Ci8EiNoEtT9J9Ips2qFMRQsF8geooQLBq3ZZaBYER7MCthSqu7ogsplVOXg7iS8DjKnNkmMY9qfC9YLlUpQJ6aZOkOcmtq5l00RdGMwjbdQnc6Ed9xNLl0VLSH8&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.717264,-104.987895&zoom=17&size=400x300&markers=color:red%7C39.717264,-104.987895&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Turner Brent M,"1 Broadway #100a, Denver",doctor | health | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJw8dMmh9_bIcRyynjW19Q5Fk,,"https://maps.googleapis.com/maps/api/staticmap?center=39.7172446,-104.9879455&zoom=17&size=400x300&markers=color:red%7C39.7172446,-104.9879455&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Amazon Locker - Cassandra,"7-Eleven, 303 Broadway, Denver",point of interest,https://www.google.com/maps/place/?q=place_id:ChIJa0MD5SB_bIcRTc5F76XUKNQ,,"https://maps.googleapis.com/maps/api/staticmap?center=39.7211869,-104.9880625&zoom=17&size=400x300&markers=color:red%7C39.7211869,-104.9880625&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
7-Eleven,"303 Broadway, Denver",convenience store | liquor store | cafe | store | restaurant | point of interest | food,https://www.google.com/maps/place/?q=place_id:ChIJs5vk5CB_bIcRDk3gwd46iI4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3k5Yy99UjaFxmhch3SXBB1AiqZS3rJh5sVfES7s-QLckWjX-ZBpoiJ89JqbSFbUzhTZe-KEOsP3jJQXaBk0vrT96nS2Spl46nInFsD7al2Q45X6gZqkvO8IWtiE-2XBhGBvBws1AMlGxEpMbIc-JXFBaPZPifOLrfuU2sQafVxfXWCefegoOhcidgtzmNaqKRabzu4X6J4w0xOca2iVLcvD_kdp96oKasGg-AF8VwV7kJFqBv3ogzGliEirRBHR1iP-THB3DXmuw3bviLTuSY0m1X5URvul1kXsfDrzrfEkGwtESD77Y1Asd5Sr3ssk3t7-8csLEdvQCM4r1B0plvKYy42CBE4y28KpVICSv8b9bMkyTzLITvV5McxyYG7RXx0WVpJp9Q__2YNX7Ds7KC-RrQuJDeXMzAGb2NMPbFGMd8gW8kxU35oaTZsPz4546iJfeSkMid4soKq7ASqGZmUPlNISI_0-1fhMx43cF9OX-X0BLY0lISrI_2vCca4QDr2imQN3rJQ-HARI-ae5bAmvI-00uJxn1oA9913KYNM2BlIhClQCiG3IodCMZOCsc-wDDW79nxuyo4iRVhAR7dc63S6vlo_Nd8-nczlzttrDjYXmoVodQ_wquUkTca2GRMjZuw&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.72121720000001,-104.9879911&zoom=17&size=400x300&markers=color:red%7C39.72121720000001,-104.9879911&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
Femme Fatale Intimates,"26 North Broadway ST, Denver",clothing store | store | point of interest,https://www.google.com/maps/place/?q=place_id:ChIJEz0IQFKPa4cRzmvGSD9ETF4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AaVGc3kereK3i0C_AHplqdwD_AeYhBYPj8M1v_lict8uKBUVCL8rRjBb13_YK8qML-Vtg8EKDQHA2RU9Fik7U5LVu4KNkczejZCbeOLJk-O4F7uk7sHjtNgfvo3SUtZtHvJNyjMuCXR40ZCcXiy5hF1p-_gsg2w5fVRflyayCb1cu0KgSFnzVQ8iy_MzNi3eR6ZYrw-fAoftsJLzrQpfhcbLCwcrueomBtf34drLFqQG3bypKwiHsaEkCMFQNVSuw6snu-KYA8kcb4QCU_HcNYv2rmSc3C471DMqFngy6RQl-tShgPRmqEHIh_HirPBOVg6_z3bgCDMNYqnNM5cgyG2iVNqZ4LwREJanDjEW-XWXEvFvhezDW5bsjKYgfIXZiruFkO8kXklKVFQKTuG2566mVHr3082fYbF23p-hGg18LKvsF--JU0D1R_1sYXklMGwrVvJJA7kHd2HsoFkHHdXGcONSjb3xmIsf8Zqnc16LF6Xy2igE_LEXh2gW3_pNi0j4fWYtJ3cVWJqDHYl8G4evVes-sbfu6eIDGtNkT1yVaTrVoB58gw4zgn_H_xJLV88CO_Rxca8iYNLZyCel8wxpylm5SMur9gNb-A_TZevse6OfEEyiRIOzgnEcuTl352qy6qFfR4wq&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ,"https://maps.googleapis.com/maps/api/staticmap?center=39.7171929,-104.987113&zoom=17&size=400x300&markers=color:red%7C39.7171929,-104.987113&key=AIzaSyApEf__6yvyEUt8OIy4bEUdThYyepdJWEQ"
